"";"origin";"year";"month";"day";"hour";"temp";"dewp";"humid";"wind_dir";"wind_speed";"wind_gust";"precip";"pressure";"visib";"time_hour"
"15265";"LGA";2023;9;30;3;NA;NA;NA;20;10,35702;11,9186514756;NA;NA;10;2023-09-30 12:00:00
"15266";"LGA";2023;9;30;4;NA;NA;NA;30;11,5078;13,242946084;NA;NA;10;2023-09-30 13:00:00
"15267";"LGA";2023;9;30;5;NA;NA;NA;20;12,65858;14,5672406924;NA;NA;10;2023-09-30 14:00:00
"15268";"LGA";2023;9;30;6;NA;NA;NA;10;9,20624;10,5943568672;NA;NA;10;2023-09-30 15:00:00
"15269";"LGA";2023;9;30;7;NA;NA;NA;20;5,7539;6,621473042;NA;NA;10;2023-09-30 16:00:00
"15270";"LGA";2023;9;30;8;NA;NA;NA;350;5,7539;6,621473042;NA;NA;10;2023-09-30 17:00:00
"15271";"LGA";2023;9;30;9;NA;NA;NA;10;10,35702;11,9186514756;NA;NA;10;2023-09-30 18:00:00
"15272";"LGA";2023;9;30;10;NA;NA;NA;10;5,7539;6,621473042;NA;NA;10;2023-09-30 19:00:00
"15273";"LGA";2023;9;30;11;NA;NA;NA;20;5,7539;6,621473042;NA;NA;10;2023-09-30 20:00:00
"15274";"LGA";2023;9;30;12;NA;NA;NA;20;9,20624;10,5943568672;NA;NA;3;2023-09-30 21:00:00
"15275";"LGA";2023;9;30;13;NA;NA;NA;10;9,20624;10,5943568672;NA;NA;3;2023-09-30 22:00:00
"15276";"LGA";2023;9;30;14;NA;NA;NA;20;8,05546;9,2700622588;NA;NA;5;2023-09-30 23:00:00
"15277";"LGA";2023;9;30;15;NA;NA;NA;360;9,20624;10,5943568672;NA;NA;5;2023-10-01
"15278";"LGA";2023;9;30;16;NA;NA;NA;350;10,35702;11,9186514756;NA;NA;10;2023-10-01 01:00:00
"15279";"LGA";2023;9;30;17;NA;NA;NA;340;12,65858;14,5672406924;NA;NA;10;2023-10-01 02:00:00
"15280";"LGA";2023;9;30;18;NA;NA;NA;350;16,11092;18,5401245176;NA;NA;10;2023-10-01 03:00:00
"15281";"LGA";2023;9;30;19;NA;NA;NA;360;12,65858;14,5672406924;NA;NA;10;2023-10-01 04:00:00
"15282";"LGA";2023;9;30;20;NA;NA;NA;10;5,7539;6,621473042;NA;NA;10;2023-10-01 05:00:00
"15283";"LGA";2023;9;30;21;NA;NA;NA;60;11,5078;13,242946084;NA;NA;10;2023-10-01 06:00:00
"15284";"LGA";2023;9;30;22;NA;NA;NA;50;5,7539;6,621473042;NA;NA;10;2023-10-01 07:00:00
"15285";"LGA";2023;9;30;23;NA;NA;NA;350;5,7539;6,621473042;NA;NA;10;2023-10-01 08:00:00
"15286";"LGA";2023;10;1;0;NA;NA;NA;360;8,05546;9,2700622588;NA;NA;10;2023-10-01 09:00:00
"15287";"LGA";2023;10;1;1;NA;NA;NA;320;8,05546;9,2700622588;NA;NA;10;2023-10-01 10:00:00
"15288";"LGA";2023;10;1;2;NA;NA;NA;310;5,7539;6,621473042;NA;NA;10;2023-10-01 11:00:00
"15289";"LGA";2023;10;1;3;NA;NA;NA;320;5,7539;6,621473042;NA;NA;10;2023-10-01 12:00:00
"15290";"LGA";2023;10;1;4;NA;NA;NA;320;10,35702;11,9186514756;NA;NA;10;2023-10-01 13:00:00
"15291";"LGA";2023;10;1;5;NA;NA;NA;40;4,60312;5,2971784336;NA;NA;10;2023-10-01 14:00:00
"15292";"LGA";2023;10;1;6;NA;NA;NA;340;5,7539;6,621473042;NA;NA;10;2023-10-01 15:00:00
"15293";"LGA";2023;10;1;7;NA;NA;NA;340;5,7539;6,621473042;NA;NA;10;2023-10-01 16:00:00
"15294";"LGA";2023;10;1;8;NA;NA;NA;340;2,30156;2,6485892168;NA;NA;10;2023-10-01 17:00:00
"15295";"LGA";2023;10;1;9;NA;NA;NA;10;4,60312;5,2971784336;NA;NA;10;2023-10-01 18:00:00
"15296";"LGA";2023;10;1;10;NA;NA;NA;20;5,7539;6,621473042;NA;NA;10;2023-10-01 19:00:00
"15297";"LGA";2023;10;1;11;NA;NA;NA;0;0;0;NA;NA;10;2023-10-01 20:00:00
"15298";"LGA";2023;10;1;12;NA;NA;NA;350;5,7539;6,621473042;NA;NA;10;2023-10-01 21:00:00
"15299";"LGA";2023;10;1;13;NA;NA;NA;350;10,35702;11,9186514756;NA;NA;10;2023-10-01 22:00:00
"15300";"LGA";2023;10;1;14;NA;NA;NA;350;10,35702;11,9186514756;NA;NA;10;2023-10-01 23:00:00
"15301";"LGA";2023;10;1;15;NA;NA;NA;340;11,5078;13,242946084;NA;NA;10;2023-10-02
"15302";"LGA";2023;10;1;16;NA;NA;NA;350;12,65858;14,5672406924;NA;NA;10;2023-10-02 01:00:00
"15303";"LGA";2023;10;1;17;NA;NA;NA;340;11,5078;13,242946084;NA;NA;10;2023-10-02 02:00:00
"15304";"LGA";2023;10;1;18;NA;NA;NA;360;8,05546;9,2700622588;NA;NA;10;2023-10-02 03:00:00
"15305";"LGA";2023;10;1;19;NA;NA;NA;350;9,20624;10,5943568672;NA;NA;10;2023-10-02 04:00:00
"15306";"LGA";2023;10;1;20;NA;NA;NA;10;11,5078;13,242946084;NA;NA;10;2023-10-02 05:00:00
"15307";"LGA";2023;10;1;21;NA;NA;NA;10;5,7539;6,621473042;NA;NA;10;2023-10-02 06:00:00
"15308";"LGA";2023;10;1;22;NA;NA;NA;360;9,20624;10,5943568672;NA;NA;10;2023-10-02 07:00:00
"15309";"LGA";2023;10;1;23;NA;NA;NA;340;5,7539;6,621473042;NA;NA;10;2023-10-02 08:00:00
"15310";"LGA";2023;10;2;0;NA;NA;NA;360;5,7539;6,621473042;NA;NA;10;2023-10-02 09:00:00
"15311";"LGA";2023;10;2;1;NA;NA;NA;20;5,7539;6,621473042;NA;NA;10;2023-10-02 10:00:00
"15312";"LGA";2023;10;2;2;NA;NA;NA;60;2,30156;2,6485892168;NA;NA;10;2023-10-02 11:00:00
"15313";"LGA";2023;10;2;3;NA;NA;NA;0;0;0;NA;NA;10;2023-10-02 12:00:00
"15314";"LGA";2023;10;2;4;NA;NA;NA;10;2,30156;2,6485892168;NA;NA;10;2023-10-02 13:00:00
"15315";"LGA";2023;10;2;5;NA;NA;NA;0;0;0;NA;NA;10;2023-10-02 14:00:00
"15316";"LGA";2023;10;2;6;NA;NA;NA;20;5,7539;6,621473042;NA;NA;10;2023-10-02 15:00:00
"15317";"LGA";2023;10;2;7;NA;NA;NA;30;5,7539;6,621473042;NA;NA;10;2023-10-02 16:00:00
"15318";"LGA";2023;10;2;8;NA;NA;NA;10;2,30156;2,6485892168;NA;NA;10;2023-10-02 17:00:00
"15319";"LGA";2023;10;2;9;NA;NA;NA;10;4,60312;5,2971784336;NA;NA;10;2023-10-02 18:00:00
"15320";"LGA";2023;10;2;10;NA;NA;NA;360;4,60312;5,2971784336;NA;NA;10;2023-10-02 19:00:00
"15321";"LGA";2023;10;2;11;NA;NA;NA;360;5,7539;6,621473042;NA;NA;10;2023-10-02 20:00:00
"15322";"LGA";2023;10;2;12;NA;NA;NA;20;5,7539;6,621473042;NA;NA;10;2023-10-02 21:00:00
"15323";"LGA";2023;10;2;13;NA;NA;NA;10;8,05546;9,2700622588;NA;NA;10;2023-10-02 22:00:00
"15324";"LGA";2023;10;2;14;NA;NA;NA;60;8,05546;9,2700622588;NA;NA;10;2023-10-02 23:00:00
"15325";"LGA";2023;10;2;15;NA;NA;NA;50;12,65858;14,5672406924;NA;NA;10;2023-10-03
"15326";"LGA";2023;10;2;16;NA;NA;NA;60;10,35702;11,9186514756;NA;NA;10;2023-10-03 01:00:00
"15327";"LGA";2023;10;2;17;NA;NA;NA;50;9,20624;10,5943568672;NA;NA;10;2023-10-03 02:00:00
"15328";"LGA";2023;10;2;18;NA;NA;NA;60;5,7539;6,621473042;NA;NA;10;2023-10-03 03:00:00
"15329";"LGA";2023;10;2;19;NA;NA;NA;60;4,60312;5,2971784336;NA;NA;10;2023-10-03 04:00:00
"15330";"LGA";2023;10;2;20;NA;NA;NA;60;5,7539;6,621473042;NA;NA;10;2023-10-03 05:00:00
"15331";"LGA";2023;10;2;21;NA;NA;NA;40;5,7539;6,621473042;NA;NA;10;2023-10-03 06:00:00
"15332";"LGA";2023;10;2;22;NA;NA;NA;60;8,05546;9,2700622588;NA;NA;10;2023-10-03 07:00:00
"15333";"LGA";2023;10;2;23;NA;NA;NA;180;8,05546;9,2700622588;NA;NA;10;2023-10-03 08:00:00
"15334";"LGA";2023;10;3;0;NA;NA;NA;180;8,05546;9,2700622588;NA;NA;10;2023-10-03 09:00:00
"15335";"LGA";2023;10;3;1;NA;NA;NA;170;5,7539;6,621473042;NA;NA;10;2023-10-03 10:00:00
"15336";"LGA";2023;10;3;2;NA;NA;NA;240;2,30156;2,6485892168;NA;NA;10;2023-10-03 11:00:00
"15337";"LGA";2023;10;3;3;NA;NA;NA;150;5,7539;6,621473042;NA;NA;10;2023-10-03 12:00:00
"15338";"LGA";2023;10;3;4;NA;NA;NA;180;5,7539;6,621473042;NA;NA;10;2023-10-03 13:00:00
"15339";"LGA";2023;10;3;5;NA;NA;NA;180;5,7539;6,621473042;NA;NA;10;2023-10-03 14:00:00
"15340";"LGA";2023;10;3;6;NA;NA;NA;190;4,60312;5,2971784336;NA;NA;10;2023-10-03 15:00:00
"15341";"LGA";2023;10;3;7;NA;NA;NA;200;2,30156;2,6485892168;NA;NA;10;2023-10-03 16:00:00
"15342";"LGA";2023;10;3;8;NA;NA;NA;0;0;0;NA;NA;10;2023-10-03 17:00:00
"15343";"LGA";2023;10;3;9;NA;NA;NA;0;0;0;NA;NA;10;2023-10-03 18:00:00
"15344";"LGA";2023;10;3;10;NA;NA;NA;220;2,30156;2,6485892168;NA;NA;10;2023-10-03 19:00:00
"15345";"LGA";2023;10;3;11;NA;NA;NA;0;0;0;NA;NA;10;2023-10-03 20:00:00
"15346";"LGA";2023;10;3;12;NA;NA;NA;330;2,30156;2,6485892168;NA;NA;10;2023-10-03 21:00:00
"15347";"LGA";2023;10;3;13;NA;NA;NA;330;4,60312;5,2971784336;NA;NA;10;2023-10-03 22:00:00
"15348";"LGA";2023;10;3;14;NA;NA;NA;320;4,60312;5,2971784336;NA;NA;10;2023-10-03 23:00:00
"15349";"LGA";2023;10;3;15;NA;NA;NA;320;2,30156;2,6485892168;NA;NA;10;2023-10-04
"15350";"LGA";2023;10;3;16;NA;NA;NA;340;4,60312;5,2971784336;NA;NA;10;2023-10-04 01:00:00
"15351";"LGA";2023;10;3;17;NA;NA;NA;320;2,30156;2,6485892168;NA;NA;10;2023-10-04 02:00:00
"15352";"LGA";2023;10;3;18;NA;NA;NA;320;2,30156;2,6485892168;NA;NA;10;2023-10-04 03:00:00
"15353";"LGA";2023;10;3;19;NA;NA;NA;20;2,30156;2,6485892168;NA;NA;10;2023-10-04 04:00:00
"15354";"LGA";2023;10;3;20;NA;NA;NA;30;2,30156;2,6485892168;NA;NA;10;2023-10-04 05:00:00
"15355";"LGA";2023;10;3;21;NA;NA;NA;NA;NA;NA;NA;NA;10;2023-10-04 06:00:00
"15356";"LGA";2023;10;3;22;NA;NA;NA;160;5,7539;6,621473042;NA;NA;10;2023-10-04 07:00:00
"15357";"LGA";2023;10;3;23;NA;NA;NA;140;5,7539;6,621473042;NA;NA;10;2023-10-04 08:00:00
"15358";"LGA";2023;10;4;0;NA;NA;NA;170;4,60312;5,2971784336;NA;NA;10;2023-10-04 09:00:00
"15359";"LGA";2023;10;4;1;NA;NA;NA;160;4,60312;5,2971784336;NA;NA;10;2023-10-04 10:00:00
"15360";"LGA";2023;10;4;2;NA;NA;NA;180;5,7539;6,621473042;NA;NA;10;2023-10-04 11:00:00
"15361";"LGA";2023;10;4;3;NA;NA;NA;0;0;0;NA;NA;10;2023-10-04 12:00:00
"15362";"LGA";2023;10;4;4;NA;NA;NA;0;0;0;NA;NA;10;2023-10-04 13:00:00
"15363";"LGA";2023;10;4;5;NA;NA;NA;190;4,60312;5,2971784336;NA;NA;10;2023-10-04 14:00:00
"15364";"LGA";2023;10;4;6;NA;NA;NA;0;0;0;NA;NA;10;2023-10-04 15:00:00
"15365";"LGA";2023;10;4;7;NA;NA;NA;0;0;0;NA;NA;10;2023-10-04 16:00:00
"15366";"LGA";2023;10;4;8;NA;NA;NA;70;2,30156;2,6485892168;NA;NA;10;2023-10-04 17:00:00
"15367";"LGA";2023;10;4;9;NA;NA;NA;50;4,60312;5,2971784336;NA;NA;10;2023-10-04 18:00:00
"15368";"LGA";2023;10;4;10;NA;NA;NA;60;2,30156;2,6485892168;NA;NA;10;2023-10-04 19:00:00
"15369";"LGA";2023;10;4;11;NA;NA;NA;10;2,30156;2,6485892168;NA;NA;10;2023-10-04 20:00:00
"15370";"LGA";2023;10;4;12;NA;NA;NA;0;0;0;NA;NA;10;2023-10-04 21:00:00
"15371";"LGA";2023;10;4;13;NA;NA;NA;0;0;0;NA;NA;9;2023-10-04 22:00:00
"15372";"LGA";2023;10;4;14;NA;NA;NA;50;5,7539;6,621473042;NA;NA;9;2023-10-04 23:00:00
"15373";"LGA";2023;10;4;15;NA;NA;NA;80;2,30156;2,6485892168;NA;NA;10;2023-10-05
"15374";"LGA";2023;10;4;16;NA;NA;NA;50;5,7539;6,621473042;NA;NA;10;2023-10-05 01:00:00
"15375";"LGA";2023;10;4;17;NA;NA;NA;40;5,7539;6,621473042;NA;NA;10;2023-10-05 02:00:00
"15376";"LGA";2023;10;4;18;NA;NA;NA;30;5,7539;6,621473042;NA;NA;10;2023-10-05 03:00:00
"15377";"LGA";2023;10;4;19;NA;NA;NA;160;5,7539;6,621473042;NA;NA;10;2023-10-05 04:00:00
"15378";"LGA";2023;10;4;20;NA;NA;NA;170;10,35702;11,9186514756;NA;NA;10;2023-10-05 05:00:00
"15379";"LGA";2023;10;4;21;NA;NA;NA;180;11,5078;13,242946084;NA;NA;10;2023-10-05 06:00:00
"15380";"LGA";2023;10;4;22;NA;NA;NA;170;10,35702;11,9186514756;NA;NA;10;2023-10-05 07:00:00
"15381";"LGA";2023;10;4;23;NA;NA;NA;160;8,05546;9,2700622588;NA;NA;10;2023-10-05 08:00:00
"15382";"LGA";2023;10;5;0;NA;NA;NA;170;9,20624;10,5943568672;NA;NA;10;2023-10-05 09:00:00
"15383";"LGA";2023;10;5;1;NA;NA;NA;180;8,05546;9,2700622588;NA;NA;10;2023-10-05 10:00:00
"15384";"LGA";2023;10;5;2;NA;NA;NA;170;8,05546;9,2700622588;NA;NA;10;2023-10-05 11:00:00
"15385";"LGA";2023;10;5;3;NA;NA;NA;170;4,60312;5,2971784336;NA;NA;10;2023-10-05 12:00:00
"15386";"LGA";2023;10;5;4;NA;NA;NA;190;4,60312;5,2971784336;NA;NA;10;2023-10-05 13:00:00
"15387";"LGA";2023;10;5;5;NA;NA;NA;190;9,20624;10,5943568672;NA;NA;10;2023-10-05 14:00:00
"15388";"LGA";2023;10;5;6;NA;NA;NA;180;5,7539;6,621473042;NA;NA;10;2023-10-05 15:00:00
"15389";"LGA";2023;10;5;7;NA;NA;NA;180;2,30156;2,6485892168;NA;NA;10;2023-10-05 16:00:00
"15390";"LGA";2023;10;5;8;NA;NA;NA;170;4,60312;5,2971784336;NA;NA;10;2023-10-05 17:00:00
"15391";"LGA";2023;10;5;9;NA;NA;NA;160;4,60312;5,2971784336;NA;NA;10;2023-10-05 18:00:00
"15392";"LGA";2023;10;5;10;NA;NA;NA;190;2,30156;2,6485892168;NA;NA;10;2023-10-05 19:00:00
"15393";"LGA";2023;10;5;11;NA;NA;NA;210;4,60312;5,2971784336;NA;NA;10;2023-10-05 20:00:00
"15394";"LGA";2023;10;5;12;NA;NA;NA;180;5,7539;6,621473042;NA;NA;10;2023-10-05 21:00:00
"15395";"LGA";2023;10;5;13;NA;NA;NA;200;5,7539;6,621473042;NA;NA;10;2023-10-05 22:00:00
"15396";"LGA";2023;10;5;14;NA;NA;NA;150;5,7539;6,621473042;NA;NA;10;2023-10-05 23:00:00
"15397";"LGA";2023;10;5;15;NA;NA;NA;190;4,60312;5,2971784336;NA;NA;10;2023-10-06
"15398";"LGA";2023;10;5;16;NA;NA;NA;170;9,20624;10,5943568672;NA;NA;10;2023-10-06 01:00:00
"15399";"LGA";2023;10;5;17;NA;NA;NA;170;9,20624;10,5943568672;NA;NA;10;2023-10-06 02:00:00
"15400";"LGA";2023;10;5;18;NA;NA;NA;180;9,20624;10,5943568672;NA;NA;10;2023-10-06 03:00:00
"15401";"LGA";2023;10;5;19;NA;NA;NA;150;9,20624;10,5943568672;NA;NA;10;2023-10-06 04:00:00
"15402";"LGA";2023;10;5;20;NA;NA;NA;130;12,65858;14,5672406924;NA;NA;10;2023-10-06 05:00:00
"15403";"LGA";2023;10;5;21;NA;NA;NA;140;10,35702;11,9186514756;NA;NA;10;2023-10-06 06:00:00
"15404";"LGA";2023;10;5;22;NA;NA;NA;150;10,35702;11,9186514756;NA;NA;10;2023-10-06 07:00:00
"15405";"LGA";2023;10;5;23;NA;NA;NA;140;10,35702;11,9186514756;NA;NA;10;2023-10-06 08:00:00
"15406";"LGA";2023;10;6;0;NA;NA;NA;140;9,20624;10,5943568672;NA;NA;10;2023-10-06 09:00:00
"15407";"LGA";2023;10;6;1;NA;NA;NA;140;5,7539;6,621473042;NA;NA;10;2023-10-06 10:00:00
"15408";"LGA";2023;10;6;2;NA;NA;NA;120;5,7539;6,621473042;NA;NA;10;2023-10-06 11:00:00
"15409";"LGA";2023;10;6;3;NA;NA;NA;110;9,20624;10,5943568672;NA;NA;10;2023-10-06 12:00:00
"15410";"LGA";2023;10;6;4;NA;NA;NA;90;5,7539;6,621473042;NA;NA;9;2023-10-06 13:00:00
"15411";"LGA";2023;10;6;5;NA;NA;NA;80;5,7539;6,621473042;NA;NA;2,5;2023-10-06 14:00:00
"15412";"LGA";2023;10;6;6;NA;NA;NA;110;5,7539;6,621473042;NA;NA;9;2023-10-06 15:00:00
"15413";"LGA";2023;10;6;7;NA;NA;NA;120;4,60312;5,2971784336;NA;NA;2,5;2023-10-06 16:00:00
"15414";"LGA";2023;10;6;8;NA;NA;NA;100;5,7539;6,621473042;NA;NA;2,5;2023-10-06 17:00:00
"15415";"LGA";2023;10;6;9;NA;NA;NA;100;8,05546;9,2700622588;NA;NA;2,5;2023-10-06 18:00:00
"15416";"LGA";2023;10;6;10;NA;NA;NA;100;8,05546;9,2700622588;NA;NA;2,5;2023-10-06 19:00:00
"15417";"LGA";2023;10;6;11;NA;NA;NA;90;5,7539;6,621473042;NA;NA;2;2023-10-06 20:00:00
"15418";"LGA";2023;10;6;12;NA;NA;NA;90;8,05546;9,2700622588;NA;NA;2;2023-10-06 21:00:00
"15419";"LGA";2023;10;6;13;NA;NA;NA;90;9,20624;10,5943568672;NA;NA;4;2023-10-06 22:00:00
"15420";"LGA";2023;10;6;14;NA;NA;NA;90;8,05546;9,2700622588;NA;NA;4;2023-10-06 23:00:00
"15421";"LGA";2023;10;6;15;NA;NA;NA;40;9,20624;10,5943568672;NA;NA;6;2023-10-07
"15422";"LGA";2023;10;6;16;NA;NA;NA;30;5,7539;6,621473042;NA;NA;2;2023-10-07 01:00:00
"15423";"LGA";2023;10;6;17;NA;NA;NA;50;9,20624;10,5943568672;NA;NA;8;2023-10-07 02:00:00
"15424";"LGA";2023;10;6;18;NA;NA;NA;40;5,7539;6,621473042;NA;NA;4;2023-10-07 03:00:00
"15425";"LGA";2023;10;6;19;NA;NA;NA;40;5,7539;6,621473042;NA;NA;9;2023-10-07 04:00:00
"15426";"LGA";2023;10;6;20;NA;NA;NA;50;9,20624;10,5943568672;NA;NA;9;2023-10-07 05:00:00
"15427";"LGA";2023;10;6;21;NA;NA;NA;70;5,7539;6,621473042;NA;NA;10;2023-10-07 06:00:00
"15428";"LGA";2023;10;6;22;NA;NA;NA;40;8,05546;9,2700622588;NA;NA;9;2023-10-07 07:00:00
"15429";"LGA";2023;10;6;23;NA;NA;NA;0;0;0;NA;NA;10;2023-10-07 08:00:00
"15430";"LGA";2023;10;7;0;NA;NA;NA;50;5,7539;6,621473042;NA;NA;10;2023-10-07 09:00:00
"15431";"LGA";2023;10;7;1;NA;NA;NA;60;5,7539;6,621473042;NA;NA;10;2023-10-07 10:00:00
"15432";"LGA";2023;10;7;2;70;67;90,21;70;6,90468;7,9457676504;0;NA;10;2023-10-07 11:00:00
"15433";"LGA";2023;10;7;3;NA;NA;NA;70;4,60312;5,2971784336;NA;NA;7;2023-10-07 12:00:00
"15434";"LGA";2023;10;7;4;NA;NA;NA;110;10,35702;11,9186514756;NA;NA;6;2023-10-07 13:00:00
"15435";"LGA";2023;10;7;5;NA;NA;NA;120;10,35702;11,9186514756;NA;NA;8;2023-10-07 14:00:00
"15436";"LGA";2023;10;7;6;NA;NA;NA;120;5,7539;6,621473042;NA;NA;3;2023-10-07 15:00:00
"15437";"LGA";2023;10;7;7;NA;NA;NA;100;5,7539;6,621473042;NA;NA;9;2023-10-07 16:00:00
"15438";"LGA";2023;10;7;8;NA;NA;NA;90;5,7539;6,621473042;NA;NA;10;2023-10-07 17:00:00
"15439";"LGA";2023;10;7;9;NA;NA;NA;90;9,20624;10,5943568672;NA;NA;10;2023-10-07 18:00:00
"15440";"LGA";2023;10;7;10;NA;NA;NA;70;8,05546;9,2700622588;NA;NA;10;2023-10-07 19:00:00
"15441";"LGA";2023;10;7;11;NA;NA;NA;70;5,7539;6,621473042;NA;NA;10;2023-10-07 20:00:00
"15442";"LGA";2023;10;7;12;NA;NA;NA;70;5,7539;6,621473042;NA;NA;5;2023-10-07 21:00:00
"15443";"LGA";2023;10;7;13;NA;NA;NA;40;5,7539;6,621473042;NA;NA;5;2023-10-07 22:00:00
"15444";"LGA";2023;10;7;14;NA;NA;NA;100;10,35702;11,9186514756;0,01;NA;2;2023-10-07 23:00:00
"15445";"LGA";2023;10;7;15;NA;NA;NA;90;4,60312;5,2971784336;0,07;NA;2,5;2023-10-08
"15446";"LGA";2023;10;7;16;NA;NA;NA;100;8,05546;9,2700622588;NA;NA;2;2023-10-08 01:00:00
"15447";"LGA";2023;10;7;17;NA;NA;NA;NA;NA;NA;NA;NA;10;2023-10-08 02:00:00
"15448";"LGA";2023;10;7;18;NA;NA;NA;NA;NA;NA;0,03;NA;2;2023-10-08 03:00:00
"15449";"LGA";2023;10;7;19;NA;NA;NA;300;12,65858;14,5672406924;NA;NA;6;2023-10-08 04:00:00
"15450";"LGA";2023;10;7;20;NA;NA;NA;330;12,65858;14,5672406924;NA;NA;10;2023-10-08 05:00:00
"15451";"LGA";2023;10;7;21;NA;NA;NA;330;12,65858;14,5672406924;NA;NA;10;2023-10-08 06:00:00
"15452";"LGA";2023;10;7;22;NA;NA;NA;320;14,96014;17,2158299092;NA;NA;10;2023-10-08 07:00:00
"15453";"LGA";2023;10;7;23;NA;NA;NA;300;21,86482;25,1615975596;NA;NA;10;2023-10-08 08:00:00
"15454";"LGA";2023;10;8;0;NA;NA;NA;290;18,41248;21,1887137344;NA;NA;10;2023-10-08 09:00:00
"15455";"LGA";2023;10;8;1;NA;NA;NA;290;16,11092;18,5401245176;NA;NA;10;2023-10-08 10:00:00
"15456";"LGA";2023;10;8;2;NA;NA;NA;290;19,56326;22,5130083428;NA;NA;10;2023-10-08 11:00:00
"15457";"LGA";2023;10;8;3;NA;NA;NA;290;18,41248;21,1887137344;NA;NA;10;2023-10-08 12:00:00
"15458";"LGA";2023;10;8;4;NA;NA;NA;280;16,11092;18,5401245176;NA;NA;10;2023-10-08 13:00:00
"15459";"LGA";2023;10;8;5;NA;NA;NA;260;12,65858;14,5672406924;NA;NA;10;2023-10-08 14:00:00
"15460";"LGA";2023;10;8;6;NA;NA;NA;270;17,2617;19,864419126;NA;NA;10;2023-10-08 15:00:00
"15461";"LGA";2023;10;8;7;NA;NA;NA;250;14,96014;17,2158299092;NA;NA;10;2023-10-08 16:00:00
"15462";"LGA";2023;10;8;8;NA;NA;NA;260;16,11092;18,5401245176;NA;NA;10;2023-10-08 17:00:00
"15463";"LGA";2023;10;8;9;NA;NA;NA;260;14,96014;17,2158299092;NA;NA;10;2023-10-08 18:00:00
"15464";"LGA";2023;10;8;10;NA;NA;NA;260;20,71404;23,8373029512;NA;NA;10;2023-10-08 19:00:00
"15465";"LGA";2023;10;8;11;NA;NA;NA;250;20,71404;23,8373029512;NA;NA;10;2023-10-08 20:00:00
"15466";"LGA";2023;10;8;12;NA;NA;NA;230;11,5078;13,242946084;NA;NA;10;2023-10-08 21:00:00
"15467";"LGA";2023;10;8;13;NA;NA;NA;230;16,11092;18,5401245176;NA;NA;10;2023-10-08 22:00:00
"15468";"LGA";2023;10;8;14;NA;NA;NA;240;11,5078;13,242946084;NA;NA;10;2023-10-08 23:00:00
"15469";"LGA";2023;10;8;15;NA;NA;NA;260;11,5078;13,242946084;NA;NA;10;2023-10-09
"15470";"LGA";2023;10;8;16;NA;NA;NA;270;16,11092;18,5401245176;NA;NA;10;2023-10-09 01:00:00
"15471";"LGA";2023;10;8;17;NA;NA;NA;250;16,11092;18,5401245176;NA;NA;10;2023-10-09 02:00:00
"15472";"LGA";2023;10;8;18;NA;NA;NA;270;16,11092;18,5401245176;NA;NA;10;2023-10-09 03:00:00
"15473";"LGA";2023;10;8;19;NA;NA;NA;260;12,65858;14,5672406924;NA;NA;10;2023-10-09 04:00:00
"15474";"LGA";2023;10;8;20;NA;NA;NA;260;14,96014;17,2158299092;NA;NA;10;2023-10-09 05:00:00
"15475";"LGA";2023;10;8;21;NA;NA;NA;240;16,11092;18,5401245176;NA;NA;10;2023-10-09 06:00:00
"15476";"LGA";2023;10;8;22;NA;NA;NA;260;11,5078;13,242946084;NA;NA;10;2023-10-09 07:00:00
"15477";"LGA";2023;10;8;23;NA;NA;NA;230;9,20624;10,5943568672;NA;NA;10;2023-10-09 08:00:00
"15478";"LGA";2023;10;9;0;NA;NA;NA;260;12,65858;14,5672406924;NA;NA;10;2023-10-09 09:00:00
"15479";"LGA";2023;10;9;1;NA;NA;NA;260;16,11092;18,5401245176;NA;NA;10;2023-10-09 10:00:00
"15480";"LGA";2023;10;9;2;NA;NA;NA;260;12,65858;14,5672406924;NA;NA;10;2023-10-09 11:00:00
"15481";"LGA";2023;10;9;3;NA;NA;NA;260;11,5078;13,242946084;NA;NA;10;2023-10-09 12:00:00
"15482";"LGA";2023;10;9;4;NA;NA;NA;260;14,96014;17,2158299092;NA;NA;10;2023-10-09 13:00:00
"15483";"LGA";2023;10;9;5;NA;NA;NA;260;12,65858;14,5672406924;NA;NA;10;2023-10-09 14:00:00
"15484";"LGA";2023;10;9;6;NA;NA;NA;250;12,65858;14,5672406924;NA;NA;10;2023-10-09 15:00:00
"15485";"LGA";2023;10;9;7;NA;NA;NA;220;8,05546;9,2700622588;NA;NA;10;2023-10-09 16:00:00
"15486";"LGA";2023;10;9;8;NA;NA;NA;220;9,20624;10,5943568672;NA;NA;10;2023-10-09 17:00:00
"15487";"LGA";2023;10;9;9;NA;NA;NA;230;11,5078;13,242946084;NA;NA;10;2023-10-09 18:00:00
"15488";"LGA";2023;10;9;10;NA;NA;NA;240;11,5078;13,242946084;NA;NA;10;2023-10-09 19:00:00
"15489";"LGA";2023;10;9;11;NA;NA;NA;230;9,20624;10,5943568672;NA;NA;10;2023-10-09 20:00:00
"15490";"LGA";2023;10;9;12;NA;NA;NA;220;10,35702;11,9186514756;NA;NA;10;2023-10-09 21:00:00
"15491";"LGA";2023;10;9;13;NA;NA;NA;230;8,05546;9,2700622588;NA;NA;10;2023-10-09 22:00:00
"15492";"LGA";2023;10;9;14;NA;NA;NA;250;9,20624;10,5943568672;NA;NA;10;2023-10-09 23:00:00
